"title_name","title_url","title_ingredients_name","title_directions_name","title_directions_selection2"
"St. Patrick's Day Zucchini-Oatmeal Cookies","https://www.allrecipes.com/recipe/15474/st-patricks-day-zucchini-oatmeal-cookies/?internalSource=hub%20recipe&referringContentType=Search","½ cup butter","",""
"St. Patrick's Day Zucchini-Oatmeal Cookies","https://www.allrecipes.com/recipe/15474/st-patricks-day-zucchini-oatmeal-cookies/?internalSource=hub%20recipe&referringContentType=Search","¾ cup white sugar","",""
"St. Patrick's Day Zucchini-Oatmeal Cookies","https://www.allrecipes.com/recipe/15474/st-patricks-day-zucchini-oatmeal-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 egg","",""
"St. Patrick's Day Zucchini-Oatmeal Cookies","https://www.allrecipes.com/recipe/15474/st-patricks-day-zucchini-oatmeal-cookies/?internalSource=hub%20recipe&referringContentType=Search","½ teaspoon vanilla extract","",""
"St. Patrick's Day Zucchini-Oatmeal Cookies","https://www.allrecipes.com/recipe/15474/st-patricks-day-zucchini-oatmeal-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 ½ cups grated zucchini","",""
"St. Patrick's Day Zucchini-Oatmeal Cookies","https://www.allrecipes.com/recipe/15474/st-patricks-day-zucchini-oatmeal-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 ½ cups all-purpose flour","",""
"St. Patrick's Day Zucchini-Oatmeal Cookies","https://www.allrecipes.com/recipe/15474/st-patricks-day-zucchini-oatmeal-cookies/?internalSource=hub%20recipe&referringContentType=Search","½ teaspoon baking soda","",""
"St. Patrick's Day Zucchini-Oatmeal Cookies","https://www.allrecipes.com/recipe/15474/st-patricks-day-zucchini-oatmeal-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 teaspoon ground cinnamon","",""
"St. Patrick's Day Zucchini-Oatmeal Cookies","https://www.allrecipes.com/recipe/15474/st-patricks-day-zucchini-oatmeal-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 cup quick cooking oats","",""
"St. Patrick's Day Zucchini-Oatmeal Cookies","https://www.allrecipes.com/recipe/15474/st-patricks-day-zucchini-oatmeal-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 cup granola","",""
