"title_name","title_url","title_ingredients_name","title_directions_name","title_directions_selection2"
"McCormick® Gingerbread Men Cookies","https://www.allrecipes.com/recipe/212428/mccormick-gingerbread-men-cookies/?internalSource=hub%20recipe&referringContentType=Search","3 cups flour","",""
"McCormick® Gingerbread Men Cookies","https://www.allrecipes.com/recipe/212428/mccormick-gingerbread-men-cookies/?internalSource=hub%20recipe&referringContentType=Search","2 teaspoons McCormick® Ground Ginger","",""
"McCormick® Gingerbread Men Cookies","https://www.allrecipes.com/recipe/212428/mccormick-gingerbread-men-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 teaspoon McCormick® Ground Cinnamon","",""
"McCormick® Gingerbread Men Cookies","https://www.allrecipes.com/recipe/212428/mccormick-gingerbread-men-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 teaspoon baking soda","",""
"McCormick® Gingerbread Men Cookies","https://www.allrecipes.com/recipe/212428/mccormick-gingerbread-men-cookies/?internalSource=hub%20recipe&referringContentType=Search","¼ teaspoon McCormick® Ground Nutmeg","",""
"McCormick® Gingerbread Men Cookies","https://www.allrecipes.com/recipe/212428/mccormick-gingerbread-men-cookies/?internalSource=hub%20recipe&referringContentType=Search","¼ teaspoon salt","",""
"McCormick® Gingerbread Men Cookies","https://www.allrecipes.com/recipe/212428/mccormick-gingerbread-men-cookies/?internalSource=hub%20recipe&referringContentType=Search","¾ cup butter, softened","",""
"McCormick® Gingerbread Men Cookies","https://www.allrecipes.com/recipe/212428/mccormick-gingerbread-men-cookies/?internalSource=hub%20recipe&referringContentType=Search","¾ cup firmly packed brown sugar","",""
"McCormick® Gingerbread Men Cookies","https://www.allrecipes.com/recipe/212428/mccormick-gingerbread-men-cookies/?internalSource=hub%20recipe&referringContentType=Search","½ cup molasses","",""
"McCormick® Gingerbread Men Cookies","https://www.allrecipes.com/recipe/212428/mccormick-gingerbread-men-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 egg","",""
"McCormick® Gingerbread Men Cookies","https://www.allrecipes.com/recipe/212428/mccormick-gingerbread-men-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 teaspoon McCormick® Pure Vanilla Extract","",""
"","","","Step 1","Mix flour, ginger, cinnamon, baking soda, nutmeg and salt in large bowl. Beat butter and brown sugar in another large bowl with electric mixer on medium speed until light and fluffy. Add molasses, egg and vanilla; beat well. Gradually beat in flour mixture on low speed until well mixed. Press dough into a thick flat disk. Wrap in plastic wrap. Refrigerate 4 hours or overnight."
"","","","Step 2","Preheat oven to 350 degrees F. Roll out dough to 1/4-inch thickness on lightly floured work surface. Cut into gingerbread men shapes with 5-inch cookie cutter. Place 1 inch apart on ungreased baking sheets."
"","","","Step 3","Bake 8 to 10 minutes or until edges of cookies are set and just begin to brown. Cool on baking sheets 1 to 2 minutes. Remove to wire racks; cool completely. Decorate cooled cookies as desired. Store cookies in airtight container up to 5 days."
"Scottish Shortbread IV","https://www.allrecipes.com/recipe/11341/scottish-shortbread-iv/?internalSource=hub%20recipe&referringContentType=Search","2 cups butter","",""
"Scottish Shortbread IV","https://www.allrecipes.com/recipe/11341/scottish-shortbread-iv/?internalSource=hub%20recipe&referringContentType=Search","1 cup packed brown sugar","",""
"Scottish Shortbread IV","https://www.allrecipes.com/recipe/11341/scottish-shortbread-iv/?internalSource=hub%20recipe&referringContentType=Search","4 ½ cups all-purpose flour","",""
"","","","Step 1","Preheat oven to 325 degrees F (165 degrees C)."
"","","","Step 2","Cream butter and brown sugar. Add 3 to 3 3/4 cups flour. Mix well."
"","","","Step 3","Sprinkle board with the remaining flour. Knead for 5 minutes, adding enough flour to make a soft dough. Roll to 1/2 inch thickness. Cut into 3x1 inch strips. Prick with fork and place on ungreased baking sheets."
"","","","Step 4","Bake at 325 degrees F (165 degrees C) for 20 to 25 minutes."
"Chocolate Chip Cookies V","https://www.allrecipes.com/recipe/25040/chocolate-chip-cookies-v/?internalSource=hub%20recipe&referringContentType=Search","2 ¼ cups all-purpose flour","",""
"Chocolate Chip Cookies V","https://www.allrecipes.com/recipe/25040/chocolate-chip-cookies-v/?internalSource=hub%20recipe&referringContentType=Search","1 teaspoon baking soda","",""
"Chocolate Chip Cookies V","https://www.allrecipes.com/recipe/25040/chocolate-chip-cookies-v/?internalSource=hub%20recipe&referringContentType=Search","1 teaspoon salt","",""
"Chocolate Chip Cookies V","https://www.allrecipes.com/recipe/25040/chocolate-chip-cookies-v/?internalSource=hub%20recipe&referringContentType=Search","1 (3.3 ounce) package instant white chocolate pudding mix","",""
"Chocolate Chip Cookies V","https://www.allrecipes.com/recipe/25040/chocolate-chip-cookies-v/?internalSource=hub%20recipe&referringContentType=Search","1 cup butter, softened","",""
"Chocolate Chip Cookies V","https://www.allrecipes.com/recipe/25040/chocolate-chip-cookies-v/?internalSource=hub%20recipe&referringContentType=Search","1 cup white sugar","",""
"Chocolate Chip Cookies V","https://www.allrecipes.com/recipe/25040/chocolate-chip-cookies-v/?internalSource=hub%20recipe&referringContentType=Search","¾ cup brown sugar","",""
"Chocolate Chip Cookies V","https://www.allrecipes.com/recipe/25040/chocolate-chip-cookies-v/?internalSource=hub%20recipe&referringContentType=Search","2 large eggs eggs","",""
"Chocolate Chip Cookies V","https://www.allrecipes.com/recipe/25040/chocolate-chip-cookies-v/?internalSource=hub%20recipe&referringContentType=Search","2 teaspoons vanilla extract","",""
"Chocolate Chip Cookies V","https://www.allrecipes.com/recipe/25040/chocolate-chip-cookies-v/?internalSource=hub%20recipe&referringContentType=Search","2 cups semisweet chocolate chips","",""
"","","","Step 1","Preheat the oven to 375 degrees F (190 degrees C). Stir together the flour, baking soda, salt and instant pudding powder; set aside."
"","","","Step 2","In a medium bowl, cream together the butter, white sugar and brown sugar until smooth. Blend in the eggs and vanilla. Gradually mix in the dry ingredients until just blended. Stir in the chocolate chips by hand using a wooden spoon. Scoop cookies using an ice cream scoop or by heaping tablespoons. Place cookies at least 2 inches apart onto ungreased cookie sheets."
"","","","Step 3","Bake for 8 to 10 minutes in the preheated oven, until lightly golden. Cool on baking sheets for a few minutes before removing to wire racks to cool completely."
