"title_name","title_url","title_ingredients_name","title_directions_name","title_directions_selection2"
"White Chocolate Holiday Spritz Cookies","https://www.allrecipes.com/recipe/83278/white-chocolate-holiday-spritz-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 cup unsalted butter, softened","",""
"White Chocolate Holiday Spritz Cookies","https://www.allrecipes.com/recipe/83278/white-chocolate-holiday-spritz-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 egg","",""
"White Chocolate Holiday Spritz Cookies","https://www.allrecipes.com/recipe/83278/white-chocolate-holiday-spritz-cookies/?internalSource=hub%20recipe&referringContentType=Search","2 teaspoons vanilla extract","",""
"White Chocolate Holiday Spritz Cookies","https://www.allrecipes.com/recipe/83278/white-chocolate-holiday-spritz-cookies/?internalSource=hub%20recipe&referringContentType=Search","¾ cup confectioners' sugar","",""
"White Chocolate Holiday Spritz Cookies","https://www.allrecipes.com/recipe/83278/white-chocolate-holiday-spritz-cookies/?internalSource=hub%20recipe&referringContentType=Search","2 ¼ cups all-purpose flour","",""
"White Chocolate Holiday Spritz Cookies","https://www.allrecipes.com/recipe/83278/white-chocolate-holiday-spritz-cookies/?internalSource=hub%20recipe&referringContentType=Search","salt","",""
"White Chocolate Holiday Spritz Cookies","https://www.allrecipes.com/recipe/83278/white-chocolate-holiday-spritz-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 (12 ounce) package white chocolate chips","",""
"White Chocolate Holiday Spritz Cookies","https://www.allrecipes.com/recipe/83278/white-chocolate-holiday-spritz-cookies/?internalSource=hub%20recipe&referringContentType=Search","¾ cup multicolored candy sprinkles (jimmies), as desired","",""
"","","","Step 1","Preheat oven to 375 degrees F (190 degrees C). Lightly grease or line two cookie sheets with parchment paper."
"","","","Step 2","Cream the butter in a mixing bowl until light colored and fluffy. Beat in the egg and vanilla until smooth. Add food coloring, if desired. Gradually mix in the confectioners' sugar, flour, and salt to make a smooth dough."
"","","","Step 3","Place dough into cookie press cylinder fitted with 1 inch sawtooth ribbon disk. Press dough into long strips on prepared cookie sheets. Use a paring knife dipped into flour to score the strips every two inches."
"","","","Step 4","Bake in preheated oven until edges are slightly golden, about 6 minutes. Remove from oven, cool slightly, and cut along score lines while they are still warm. Transfer to wire racks to cool completely."
"","","","Step 5","Line a baking sheet with parchment paper. Melt white chocolate chips in the top of a double boiler placed over medium heat, or in the microwave. Add food coloring, if desired. Spread white chocolate icing on the bottom of one cookie and place the bottom of a second cookie into the icing to form a sandwich. Place cookie sandwich onto prepared baking sheet. Repeat to assemble remaining cookies, and refrigerate on the baking sheet 10 minutes to set icing. Remove and dip ends of cookies into white chocolate, then into candy sprinkles. Place cookies on wax paper until white chocolate is set."
"Maple-Bacon Chocolate Chip Cookies","https://www.allrecipes.com/recipe/188578/maple-bacon-chocolate-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","2 cups all-purpose flour","",""
"Maple-Bacon Chocolate Chip Cookies","https://www.allrecipes.com/recipe/188578/maple-bacon-chocolate-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 teaspoon baking powder","",""
"Maple-Bacon Chocolate Chip Cookies","https://www.allrecipes.com/recipe/188578/maple-bacon-chocolate-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 teaspoon baking soda","",""
"Maple-Bacon Chocolate Chip Cookies","https://www.allrecipes.com/recipe/188578/maple-bacon-chocolate-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","½ teaspoon salt","",""
"Maple-Bacon Chocolate Chip Cookies","https://www.allrecipes.com/recipe/188578/maple-bacon-chocolate-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 cup butter, room temperature","",""
"Maple-Bacon Chocolate Chip Cookies","https://www.allrecipes.com/recipe/188578/maple-bacon-chocolate-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","¾ cup packed brown sugar","",""
"Maple-Bacon Chocolate Chip Cookies","https://www.allrecipes.com/recipe/188578/maple-bacon-chocolate-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","¾ cup white sugar","",""
"Maple-Bacon Chocolate Chip Cookies","https://www.allrecipes.com/recipe/188578/maple-bacon-chocolate-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","2 large eggs eggs","",""
"Maple-Bacon Chocolate Chip Cookies","https://www.allrecipes.com/recipe/188578/maple-bacon-chocolate-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 teaspoon vanilla extract","",""
"Maple-Bacon Chocolate Chip Cookies","https://www.allrecipes.com/recipe/188578/maple-bacon-chocolate-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 teaspoon maple extract","",""
"Maple-Bacon Chocolate Chip Cookies","https://www.allrecipes.com/recipe/188578/maple-bacon-chocolate-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","⅓ cup chopped cooked bacon","",""
"Maple-Bacon Chocolate Chip Cookies","https://www.allrecipes.com/recipe/188578/maple-bacon-chocolate-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 cup bittersweet chocolate chips","",""
"","","","Step 1","Preheat an oven to 350 degrees F (175 degrees C). Line 2 baking sheets with parchment paper. Whisk together the flour, baking powder, baking soda, and salt; set aside."
"","","","Step 2","Beat together the butter, brown sugar, and white sugar with an electric mixer until smooth. Add one egg; beat until blended into the butter mixture. Add the remaining egg, vanilla extract, and maple extract; beat until well blended and slightly fluffy. Stir in the flour mixture a little at a time, mixing just until combined. Stir in the bacon and chocolate chips. Scoop by rounded tablespoonfuls onto prepared cookie sheets."
"","","","Step 3","Bake in the preheated oven until edges turn golden brown, 10 to 12 minutes. Remove from the oven, and cool on a wire rack."
"Butterscotch Oatmeal Cookies II","https://www.allrecipes.com/recipe/15308/butterscotch-oatmeal-cookies-ii/?internalSource=hub%20recipe&referringContentType=Search","1 cup butterscotch chips","",""
"Butterscotch Oatmeal Cookies II","https://www.allrecipes.com/recipe/15308/butterscotch-oatmeal-cookies-ii/?internalSource=hub%20recipe&referringContentType=Search","¾ cup unsalted butter","",""
"Butterscotch Oatmeal Cookies II","https://www.allrecipes.com/recipe/15308/butterscotch-oatmeal-cookies-ii/?internalSource=hub%20recipe&referringContentType=Search","2 tablespoons boiling water","",""
"Butterscotch Oatmeal Cookies II","https://www.allrecipes.com/recipe/15308/butterscotch-oatmeal-cookies-ii/?internalSource=hub%20recipe&referringContentType=Search","1 teaspoon baking soda","",""
"Butterscotch Oatmeal Cookies II","https://www.allrecipes.com/recipe/15308/butterscotch-oatmeal-cookies-ii/?internalSource=hub%20recipe&referringContentType=Search","2 cups quick cooking oats","",""
"Butterscotch Oatmeal Cookies II","https://www.allrecipes.com/recipe/15308/butterscotch-oatmeal-cookies-ii/?internalSource=hub%20recipe&referringContentType=Search","1 cup all-purpose flour","",""
"Butterscotch Oatmeal Cookies II","https://www.allrecipes.com/recipe/15308/butterscotch-oatmeal-cookies-ii/?internalSource=hub%20recipe&referringContentType=Search","¾ cup white sugar","",""
"Butterscotch Oatmeal Cookies II","https://www.allrecipes.com/recipe/15308/butterscotch-oatmeal-cookies-ii/?internalSource=hub%20recipe&referringContentType=Search","1 pinch salt","",""
"","","","Step 1","Preheat oven to 350 degrees F (175 degrees C)."
"","","","Step 2","In a small saucepan, melt butterscotch chips and butter over low heat, stirring occasionally. Remove from heat. In a medium bowl, stir together the boiling water and baking soda. Stir in the melted mixture, then stir in the flour, quick oats, sugar and salt. Mix until everything is well blended."
"","","","Step 3","Drop dough by teaspoonfuls onto unprepared cookie sheets. Bake for 10 minutes in the preheated oven. Cookies will be very crisp. Remove to cool on wire racks."
"Aggression ( Oatmeal ) Cookies","https://www.allrecipes.com/recipe/10116/aggression-oatmeal-cookies/?internalSource=hub%20recipe&referringContentType=Search","6 cups rolled oats","",""
"Aggression ( Oatmeal ) Cookies","https://www.allrecipes.com/recipe/10116/aggression-oatmeal-cookies/?internalSource=hub%20recipe&referringContentType=Search","3 cups packed brown sugar","",""
"Aggression ( Oatmeal ) Cookies","https://www.allrecipes.com/recipe/10116/aggression-oatmeal-cookies/?internalSource=hub%20recipe&referringContentType=Search","3 cups butter","",""
"Aggression ( Oatmeal ) Cookies","https://www.allrecipes.com/recipe/10116/aggression-oatmeal-cookies/?internalSource=hub%20recipe&referringContentType=Search","3 cups all-purpose flour","",""
"Aggression ( Oatmeal ) Cookies","https://www.allrecipes.com/recipe/10116/aggression-oatmeal-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 tablespoon baking soda","",""
"","","","Step 1","Put ingredients together in a bowl. For each child's bowl, use 1 cup oatmeal, 1/2 cup brown sugar, 1/2 cup butter or margarine, 1/2 cup of flour, and 1/2 teaspoon of baking soda."
"","","","Step 2","Then mash, knead, and squeeze with hands until there aren't any lumps of butter. Form into small balls not as big as a walnut. Put on ungreased cookie sheet. Butter the bottom of a small glass and dip in granulated sugar. Flatten each ball of dough, dipping glass in sugar each time."
"","","","Step 3","Bake at 350 degrees F (180 degrees C) for 10 to 12 minutes. Let cool on cookie rack."
"Easy Peanut Butter Cookies","https://www.allrecipes.com/recipe/10783/easy-peanut-butter-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 (14 ounce) can sweetened condensed milk","",""
"Easy Peanut Butter Cookies","https://www.allrecipes.com/recipe/10783/easy-peanut-butter-cookies/?internalSource=hub%20recipe&referringContentType=Search","¾ cup peanut butter","",""
"Easy Peanut Butter Cookies","https://www.allrecipes.com/recipe/10783/easy-peanut-butter-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 egg","",""
"Easy Peanut Butter Cookies","https://www.allrecipes.com/recipe/10783/easy-peanut-butter-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 teaspoon vanilla extract","",""
"Easy Peanut Butter Cookies","https://www.allrecipes.com/recipe/10783/easy-peanut-butter-cookies/?internalSource=hub%20recipe&referringContentType=Search","2 cups buttermilk baking mix","",""
"Easy Peanut Butter Cookies","https://www.allrecipes.com/recipe/10783/easy-peanut-butter-cookies/?internalSource=hub%20recipe&referringContentType=Search","½ cup white sugar","",""
"","","","Step 1","Preheat oven to 350 degrees F (175 degrees C)."
"","","","Step 2","In a large bowl, beat condensed milk, peanut butter, egg and vanilla until smooth. Add biscuit mix, and mix well. Chill at least 1 hour."
"","","","Step 3","Shape dough into 1 inch balls. Roll the balls in sugar. Place 2 inches apart on ungreased baking sheets. Flatten balls slightly with a fork."
"","","","Step 4","Bake for 6 to 8 minutes, or until lightly browned (DO NOT OVERBAKE). Cool. Store in a tightly covered container at room temperature."
"Nutty-Boy Peanut Cookies","https://www.allrecipes.com/recipe/10980/nutty-boy-peanut-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 cup all-purpose flour","",""
"Nutty-Boy Peanut Cookies","https://www.allrecipes.com/recipe/10980/nutty-boy-peanut-cookies/?internalSource=hub%20recipe&referringContentType=Search","½ cup white sugar","",""
"Nutty-Boy Peanut Cookies","https://www.allrecipes.com/recipe/10980/nutty-boy-peanut-cookies/?internalSource=hub%20recipe&referringContentType=Search","2 tablespoons milk","",""
"Nutty-Boy Peanut Cookies","https://www.allrecipes.com/recipe/10980/nutty-boy-peanut-cookies/?internalSource=hub%20recipe&referringContentType=Search","2 teaspoons baking powder","",""
"Nutty-Boy Peanut Cookies","https://www.allrecipes.com/recipe/10980/nutty-boy-peanut-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 egg","",""
"Nutty-Boy Peanut Cookies","https://www.allrecipes.com/recipe/10980/nutty-boy-peanut-cookies/?internalSource=hub%20recipe&referringContentType=Search","¼ cup butter","",""
"Nutty-Boy Peanut Cookies","https://www.allrecipes.com/recipe/10980/nutty-boy-peanut-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 cup peanuts","",""
"","","","Step 1","Cream the butter. Beat in the sugar, egg and milk. Sift flour and baking powder together. Combine with butter mixture."
"","","","Step 2","Reserve 2 dozen whole nuts and chop the rest info fine pieces. Add the chopped nuts to the mixture."
"","","","Step 3","Using a teaspoon, drop the mixture onto a buttered baking sheet. Put a whole nut on top of each cookie. Bake at 350 degrees F (175 degrees C) until done."
"Funfetti® Cookies","https://www.allrecipes.com/recipe/244365/funfetti-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 (15.25 ounce) package cake mix with candy bits (such as Pillsbury® Funfetti®), or more to taste","",""
"Funfetti® Cookies","https://www.allrecipes.com/recipe/244365/funfetti-cookies/?internalSource=hub%20recipe&referringContentType=Search","½ cup butter, softened","",""
"Funfetti® Cookies","https://www.allrecipes.com/recipe/244365/funfetti-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 egg","",""
"","","","Step 1","Preheat oven to 350 degrees F (175 degrees C)."
"","","","Step 2","Mix cake mix, butter, and egg together in a bowl until well combined; roll into balls and place on a baking sheet, about 1 1/2 inches apart."
"","","","Step 3","Bake in the preheated oven until cookies start to brown and crack, about 10 minutes. Allow cookies to sit on baking sheet for a few minutes before transferring to a wire rack to cool completely."
"Sweet Sourdough Cookies","https://www.allrecipes.com/recipe/11443/sweet-sourdough-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 cup white sugar","",""
"Sweet Sourdough Cookies","https://www.allrecipes.com/recipe/11443/sweet-sourdough-cookies/?internalSource=hub%20recipe&referringContentType=Search","½ cup butter, softened","",""
"Sweet Sourdough Cookies","https://www.allrecipes.com/recipe/11443/sweet-sourdough-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 cup sourdough starter","",""
"Sweet Sourdough Cookies","https://www.allrecipes.com/recipe/11443/sweet-sourdough-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 egg","",""
"Sweet Sourdough Cookies","https://www.allrecipes.com/recipe/11443/sweet-sourdough-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 ¾ cups all-purpose flour","",""
"Sweet Sourdough Cookies","https://www.allrecipes.com/recipe/11443/sweet-sourdough-cookies/?internalSource=hub%20recipe&referringContentType=Search","2 teaspoons baking powder","",""
"Sweet Sourdough Cookies","https://www.allrecipes.com/recipe/11443/sweet-sourdough-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 teaspoon vanilla extract","",""
"Sweet Sourdough Cookies","https://www.allrecipes.com/recipe/11443/sweet-sourdough-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 teaspoon salt","",""
"Sweet Sourdough Cookies","https://www.allrecipes.com/recipe/11443/sweet-sourdough-cookies/?internalSource=hub%20recipe&referringContentType=Search","¼ teaspoon baking soda","",""
"","","","Step 1","Preheat oven to 350 degrees F (175 degrees C). Lightly grease or a baking sheet or line with parchment paper."
"","","","Step 2","Cream the sugar and butter in a large bowl. Beat in sourdough starter and egg. Stir in the flour, baking powder, vanilla extract, salt, and baking soda until smooth. Drop dough by teaspoonfuls onto the prepared baking sheets."
"","","","Step 3","Bake in the preheated oven until edges are golden, 10 to 12 minutes."
"Naughty Chocolate and Peanut Butter Chip Cookies","https://www.allrecipes.com/recipe/26179/naughty-chocolate-and-peanut-butter-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 cup margarine","",""
"Naughty Chocolate and Peanut Butter Chip Cookies","https://www.allrecipes.com/recipe/26179/naughty-chocolate-and-peanut-butter-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 cup white sugar","",""
"Naughty Chocolate and Peanut Butter Chip Cookies","https://www.allrecipes.com/recipe/26179/naughty-chocolate-and-peanut-butter-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","2 large eggs eggs, separated","",""
"Naughty Chocolate and Peanut Butter Chip Cookies","https://www.allrecipes.com/recipe/26179/naughty-chocolate-and-peanut-butter-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 tablespoon vanilla extract","",""
"Naughty Chocolate and Peanut Butter Chip Cookies","https://www.allrecipes.com/recipe/26179/naughty-chocolate-and-peanut-butter-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","¼ cup port wine","",""
"Naughty Chocolate and Peanut Butter Chip Cookies","https://www.allrecipes.com/recipe/26179/naughty-chocolate-and-peanut-butter-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","2 ½ cups all-purpose flour","",""
"Naughty Chocolate and Peanut Butter Chip Cookies","https://www.allrecipes.com/recipe/26179/naughty-chocolate-and-peanut-butter-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","½ teaspoon salt","",""
"Naughty Chocolate and Peanut Butter Chip Cookies","https://www.allrecipes.com/recipe/26179/naughty-chocolate-and-peanut-butter-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 cup peanut butter chips","",""
"Naughty Chocolate and Peanut Butter Chip Cookies","https://www.allrecipes.com/recipe/26179/naughty-chocolate-and-peanut-butter-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 cup semisweet chocolate chips","",""
"","","","Step 1","Preheat oven to 350 degrees F (175 degrees C). Grease cookie sheets."
"","","","Step 2","In a medium bowl, cream together the margarine and white sugar until smooth. Beat in the egg yolks, vanilla and port wine. Combine the flour and salt; stir into the creamed mixture. Roll the dough into walnut sized balls. Dip each ball in the remaining egg whites. Place cookies 2 inches apart onto the prepared cookie sheets."
"","","","Step 3","Bake for 10 to 12 minutes in the preheated oven. Remove from the oven and immediately place 4 or 5 of the chocolate and/or peanut butter chips into the center of each cookie. Return to the oven for 2 more minutes to melt the chips. Remove from baking sheets to cool on wire racks."
"Byron's Ginger Chocolate Chip Cookies","https://www.allrecipes.com/recipe/38125/byrons-ginger-chocolate-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","4 ½ cups all-purpose flour","",""
"Byron's Ginger Chocolate Chip Cookies","https://www.allrecipes.com/recipe/38125/byrons-ginger-chocolate-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","2 teaspoons baking soda","",""
"Byron's Ginger Chocolate Chip Cookies","https://www.allrecipes.com/recipe/38125/byrons-ginger-chocolate-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","2 teaspoons salt","",""
"Byron's Ginger Chocolate Chip Cookies","https://www.allrecipes.com/recipe/38125/byrons-ginger-chocolate-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 cup butter, softened","",""
"Byron's Ginger Chocolate Chip Cookies","https://www.allrecipes.com/recipe/38125/byrons-ginger-chocolate-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 cup butter flavored shortening","",""
"Byron's Ginger Chocolate Chip Cookies","https://www.allrecipes.com/recipe/38125/byrons-ginger-chocolate-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 ½ cups white sugar","",""
