"title_name","title_url","title_ingredients_name","title_directions_name","title_directions_selection2"
"Mindy Custer's Chocolate Chip Cookies","https://www.allrecipes.com/recipe/216949/mindy-custers-chocolate-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","2 ½ cups sifted all-purpose flour","",""
"Mindy Custer's Chocolate Chip Cookies","https://www.allrecipes.com/recipe/216949/mindy-custers-chocolate-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 teaspoon baking soda","",""
"Mindy Custer's Chocolate Chip Cookies","https://www.allrecipes.com/recipe/216949/mindy-custers-chocolate-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","½ cup butter, softened","",""
"Mindy Custer's Chocolate Chip Cookies","https://www.allrecipes.com/recipe/216949/mindy-custers-chocolate-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","½ cup margarine, softened","",""
"Mindy Custer's Chocolate Chip Cookies","https://www.allrecipes.com/recipe/216949/mindy-custers-chocolate-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","¼ cup white sugar","",""
"Mindy Custer's Chocolate Chip Cookies","https://www.allrecipes.com/recipe/216949/mindy-custers-chocolate-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","¾ cup brown sugar","",""
"Mindy Custer's Chocolate Chip Cookies","https://www.allrecipes.com/recipe/216949/mindy-custers-chocolate-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 (3.5 ounce) package instant vanilla pudding mix","",""
"Mindy Custer's Chocolate Chip Cookies","https://www.allrecipes.com/recipe/216949/mindy-custers-chocolate-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","2 large eggs eggs","",""
"Mindy Custer's Chocolate Chip Cookies","https://www.allrecipes.com/recipe/216949/mindy-custers-chocolate-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 teaspoon vanilla extract","",""
"Mindy Custer's Chocolate Chip Cookies","https://www.allrecipes.com/recipe/216949/mindy-custers-chocolate-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 (12 ounce) bag chocolate chips","",""
"","","","Step 1","Preheat oven to 375 degrees F (190 degrees C). Whisk together the flour and baking soda in a bowl."
"","","","Step 2","In a large bowl, mash the butter and margarine together until thoroughly blended, and mix in the white sugar, brown sugar, and instant pudding mix. Beat in eggs and vanilla extract until the mixture is smooth and creamy. Mix in the flour in several additions, then mix in the chocolate chips. Dough will be stiff."
"","","","Step 3","Drop by tablespoon onto an ungreased, nonstick baking sheet, about 2 inches apart; flatten the cookies slightly."
"","","","Step 4","Bake in the preheated oven until light brown and still soft on top, 8 to 10 minutes. Do not overbake. Allow to cool for 1 minute on the baking sheets before removing and cooling completely on racks."
"Swedish Waffle Cookies","https://www.allrecipes.com/recipe/218784/swedish-waffle-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 cup butter, softened","",""
"Swedish Waffle Cookies","https://www.allrecipes.com/recipe/218784/swedish-waffle-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 ½ cups all-purpose flour","",""
