"title_name","title_url","title_ingredients_name","title_directions_name","title_directions_selection2"
"Meringue Bones and Ghosts","https://www.allrecipes.com/recipe/240064/meringue-bones-and-ghosts/?internalSource=hub%20recipe&referringContentType=Search","2 large egg whites large egg whites","",""
"Meringue Bones and Ghosts","https://www.allrecipes.com/recipe/240064/meringue-bones-and-ghosts/?internalSource=hub%20recipe&referringContentType=Search","2 drops fresh lemon juice, or more to taste","",""
"Meringue Bones and Ghosts","https://www.allrecipes.com/recipe/240064/meringue-bones-and-ghosts/?internalSource=hub%20recipe&referringContentType=Search","7 tablespoons white sugar, or more to taste","",""
"Meringue Bones and Ghosts","https://www.allrecipes.com/recipe/240064/meringue-bones-and-ghosts/?internalSource=hub%20recipe&referringContentType=Search","2 eaches chocolate chips, melted, or as needed","",""
"","","","Step 1","Preheat oven to 225 degrees F (110 degrees C). Line 2 baking sheets with silicone baking mats."
"","","","Step 2","Whisk eggs whites and lemon juice together in a bowl until thick, white, and foamy. Add sugar a spoonful at a time, whisking constantly, until meringue is shiny, thick, and holds its shape."
"","","","Step 3","Transfer meringue to a piping bag. Pipe 12 bone shapes onto a prepared baking sheet. Pipe 12 puffs to resemble ghosts onto the remaining baking sheet."
"","","","Step 4","Bake in the preheated oven until dried and firm, about 1 hour. Turn off the oven, close the door, and cool until completely dried, about 1 hour more."
"","","","Step 5","Dip the tip of a toothpick into melted chocolate and dot chocolate ""eyes"" on each of the ghosts."
"Pecan Shortbread Cookies (Mexican Wedding Cookies)","https://www.allrecipes.com/recipe/277197/pecan-shortbread-cookies-mexican-wedding-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 cup butter, softened","",""
"Pecan Shortbread Cookies (Mexican Wedding Cookies)","https://www.allrecipes.com/recipe/277197/pecan-shortbread-cookies-mexican-wedding-cookies/?internalSource=hub%20recipe&referringContentType=Search","½ cup white sugar","",""
"Pecan Shortbread Cookies (Mexican Wedding Cookies)","https://www.allrecipes.com/recipe/277197/pecan-shortbread-cookies-mexican-wedding-cookies/?internalSource=hub%20recipe&referringContentType=Search","2 teaspoons vanilla extract","",""
"Pecan Shortbread Cookies (Mexican Wedding Cookies)","https://www.allrecipes.com/recipe/277197/pecan-shortbread-cookies-mexican-wedding-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 teaspoon freshly squeezed orange juice","",""
"Pecan Shortbread Cookies (Mexican Wedding Cookies)","https://www.allrecipes.com/recipe/277197/pecan-shortbread-cookies-mexican-wedding-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 teaspoon water","",""
"Pecan Shortbread Cookies (Mexican Wedding Cookies)","https://www.allrecipes.com/recipe/277197/pecan-shortbread-cookies-mexican-wedding-cookies/?internalSource=hub%20recipe&referringContentType=Search","½ teaspoon freshly grated orange zest","",""
"Pecan Shortbread Cookies (Mexican Wedding Cookies)","https://www.allrecipes.com/recipe/277197/pecan-shortbread-cookies-mexican-wedding-cookies/?internalSource=hub%20recipe&referringContentType=Search","2 cups all-purpose flour","",""
"Pecan Shortbread Cookies (Mexican Wedding Cookies)","https://www.allrecipes.com/recipe/277197/pecan-shortbread-cookies-mexican-wedding-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 cup very finely chopped pecans","",""
"Pecan Shortbread Cookies (Mexican Wedding Cookies)","https://www.allrecipes.com/recipe/277197/pecan-shortbread-cookies-mexican-wedding-cookies/?internalSource=hub%20recipe&referringContentType=Search","½ cup confectioners' sugar","",""
"","","","Step 1","Combine butter and sugar in a large bowl; beat with an electric mixer until smooth and creamy, about 2 minutes. Add vanilla extract, orange juice, water, and orange zest; beat until blended. Add flour and pecans and mix with a spoon until blended but crumbly. Cover and place in the refrigerator until chilled, 3 hours to overnight."
"","","","Step 2","Preheat the oven to 325 degrees F (165 degrees C)."
"","","","Step 3","Scoop up about a golf-ball-size of dough and press together into a ball. Flatten and smooth the edges, making sure the dough is firm and not flaky or crumbly, or else cookies will not rise or expand as they bake. Place on an ungreased cookie sheet. Repeat with the rest of the dough."
"","","","Step 4","Bake in the preheated oven until edges are golden, 15 to 20 minutes. Cool on the baking sheet for 1 minute before removing to a wire rack to cool, 8 to 10 minutes more."
"","","","Step 5","Sift some confectioners' sugar into a small bowl. Drop a cookie into the sugar, shake the bowl, flip the cookie, and agitate again to cover in sugar. Repeat with remaining cookies, adding more sugar as necessary."
"Great Grandad's Sugar Cookies","https://www.allrecipes.com/recipe/15274/great-grandads-sugar-cookies/?internalSource=hub%20recipe&referringContentType=Search","6 cups all-purpose flour","",""
"Great Grandad's Sugar Cookies","https://www.allrecipes.com/recipe/15274/great-grandads-sugar-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 tablespoon baking powder","",""
"Great Grandad's Sugar Cookies","https://www.allrecipes.com/recipe/15274/great-grandads-sugar-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 teaspoon ground nutmeg","",""
"Great Grandad's Sugar Cookies","https://www.allrecipes.com/recipe/15274/great-grandads-sugar-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 pinch salt","",""
"Great Grandad's Sugar Cookies","https://www.allrecipes.com/recipe/15274/great-grandads-sugar-cookies/?internalSource=hub%20recipe&referringContentType=Search","2 ½ cups white sugar","",""
"Great Grandad's Sugar Cookies","https://www.allrecipes.com/recipe/15274/great-grandads-sugar-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 ½ cups shortening","",""
"Great Grandad's Sugar Cookies","https://www.allrecipes.com/recipe/15274/great-grandads-sugar-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 teaspoon baking soda","",""
"Great Grandad's Sugar Cookies","https://www.allrecipes.com/recipe/15274/great-grandads-sugar-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 cup sour milk","",""
"Great Grandad's Sugar Cookies","https://www.allrecipes.com/recipe/15274/great-grandads-sugar-cookies/?internalSource=hub%20recipe&referringContentType=Search","3 large eggs eggs, beaten","",""
"Great Grandad's Sugar Cookies","https://www.allrecipes.com/recipe/15274/great-grandads-sugar-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 teaspoon vanilla extract","",""
"","","","Step 1","Preheat oven to 350 degrees F (175 degrees C). Line cookie sheets with parchment paper."
"","","","Step 2","In a medium bowl, stir together 4 cups flour, baking powder, nutmeg, salt, and sugar. Cut in the shortening until the mixture resembles coarse crumbs. Stir in baking soda, sour milk, beaten eggs, and vanilla. Stir as little as possible, and add the remaining flour as necessary to make dough thick enough to roll out."
"","","","Step 3","On a lightly floured surface, roll out dough 1/4 inch thick. Cut into desired shapes with cookie cutters. Place cookies 1 inch apart on the prepared cookie sheets."
"","","","Step 4","Bake for 8 to 10 minutes in preheated oven. Cool on baking sheets."
"Refrigerator Cookies III","https://www.allrecipes.com/recipe/10833/refrigerator-cookies-iii/?internalSource=hub%20recipe&referringContentType=Search","1 cup shortening","",""
"Refrigerator Cookies III","https://www.allrecipes.com/recipe/10833/refrigerator-cookies-iii/?internalSource=hub%20recipe&referringContentType=Search","1 cup white sugar","",""
"Refrigerator Cookies III","https://www.allrecipes.com/recipe/10833/refrigerator-cookies-iii/?internalSource=hub%20recipe&referringContentType=Search","2 large eggs eggs","",""
"Refrigerator Cookies III","https://www.allrecipes.com/recipe/10833/refrigerator-cookies-iii/?internalSource=hub%20recipe&referringContentType=Search","1 ½ teaspoons vanilla extract","",""
"Refrigerator Cookies III","https://www.allrecipes.com/recipe/10833/refrigerator-cookies-iii/?internalSource=hub%20recipe&referringContentType=Search","3 cups all-purpose flour","",""
"Refrigerator Cookies III","https://www.allrecipes.com/recipe/10833/refrigerator-cookies-iii/?internalSource=hub%20recipe&referringContentType=Search","1 teaspoon salt","",""
"Refrigerator Cookies III","https://www.allrecipes.com/recipe/10833/refrigerator-cookies-iii/?internalSource=hub%20recipe&referringContentType=Search","½ teaspoon baking soda","",""
"Refrigerator Cookies III","https://www.allrecipes.com/recipe/10833/refrigerator-cookies-iii/?internalSource=hub%20recipe&referringContentType=Search","⅓ cup colored sugar for decoration","",""
"","","","Step 1","Mix shortening, sugar, eggs, and vanilla together in large bowl. Stir flour, salt, and baking soda together in a separate bowl. Blend dry ingredients in with the shortening mixture. Mix thoroughly with hands."
"","","","Step 2","Divide dough into 3 parts; shape into cylinders, 1 1/2 inches in diameter and about 7 inches long. Roll in colored sugar (or use finely chopped nuts instead). Chill for several hours or overnight."
"","","","Step 3","Heat oven to 400 degrees F (205 degrees C). Cut into 1/4 inch slices, and place on greased cookie sheets. Bake for 8 to 10 minutes. Cool."
"Melt In Your Mouth Peanut Butter Cookies","https://www.allrecipes.com/recipe/11238/melt-in-your-mouth-peanut-butter-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 cup shortening","",""
"Melt In Your Mouth Peanut Butter Cookies","https://www.allrecipes.com/recipe/11238/melt-in-your-mouth-peanut-butter-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 cup white sugar","",""
"Melt In Your Mouth Peanut Butter Cookies","https://www.allrecipes.com/recipe/11238/melt-in-your-mouth-peanut-butter-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 cup packed brown sugar","",""
"Melt In Your Mouth Peanut Butter Cookies","https://www.allrecipes.com/recipe/11238/melt-in-your-mouth-peanut-butter-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 cup peanut butter","",""
"Melt In Your Mouth Peanut Butter Cookies","https://www.allrecipes.com/recipe/11238/melt-in-your-mouth-peanut-butter-cookies/?internalSource=hub%20recipe&referringContentType=Search","2 large eggs eggs","",""
"Melt In Your Mouth Peanut Butter Cookies","https://www.allrecipes.com/recipe/11238/melt-in-your-mouth-peanut-butter-cookies/?internalSource=hub%20recipe&referringContentType=Search","2 tablespoons water","",""
"Melt In Your Mouth Peanut Butter Cookies","https://www.allrecipes.com/recipe/11238/melt-in-your-mouth-peanut-butter-cookies/?internalSource=hub%20recipe&referringContentType=Search","2 ½ cups sifted all-purpose flour","",""
"Melt In Your Mouth Peanut Butter Cookies","https://www.allrecipes.com/recipe/11238/melt-in-your-mouth-peanut-butter-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 teaspoon baking soda","",""
"Melt In Your Mouth Peanut Butter Cookies","https://www.allrecipes.com/recipe/11238/melt-in-your-mouth-peanut-butter-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 teaspoon salt","",""
"","","","Step 1","Preheat oven to 375 degrees F (190 degrees C)."
"","","","Step 2","Beat the shortening with the sugars and the peanut butter until well mixed. Beat in the egg and the water."
"","","","Step 3","Gradually beat in the flour, baking soda and salt. Form cookies on an ungreased baking sheet with a cookie press or roll into balls and smash flat with a floured fork or fingers."
