"title_name","title_url","title_ingredients_name","title_directions_name","title_directions_selection2"
"Oatmeal Peanut Butter Cookies III","https://www.allrecipes.com/recipe/10759/oatmeal-peanut-butter-cookies-iii/?internalSource=hub%20recipe&referringContentType=Search","¾ cup all-purpose flour","",""
"Oatmeal Peanut Butter Cookies III","https://www.allrecipes.com/recipe/10759/oatmeal-peanut-butter-cookies-iii/?internalSource=hub%20recipe&referringContentType=Search","½ teaspoon baking soda","",""
"Oatmeal Peanut Butter Cookies III","https://www.allrecipes.com/recipe/10759/oatmeal-peanut-butter-cookies-iii/?internalSource=hub%20recipe&referringContentType=Search","¼ teaspoon baking powder","",""
"Oatmeal Peanut Butter Cookies III","https://www.allrecipes.com/recipe/10759/oatmeal-peanut-butter-cookies-iii/?internalSource=hub%20recipe&referringContentType=Search","½ teaspoon salt","",""
"Oatmeal Peanut Butter Cookies III","https://www.allrecipes.com/recipe/10759/oatmeal-peanut-butter-cookies-iii/?internalSource=hub%20recipe&referringContentType=Search","½ cup butter, softened","",""
"Oatmeal Peanut Butter Cookies III","https://www.allrecipes.com/recipe/10759/oatmeal-peanut-butter-cookies-iii/?internalSource=hub%20recipe&referringContentType=Search","½ cup peanut butter","",""
"Oatmeal Peanut Butter Cookies III","https://www.allrecipes.com/recipe/10759/oatmeal-peanut-butter-cookies-iii/?internalSource=hub%20recipe&referringContentType=Search","½ cup white sugar","",""
"Oatmeal Peanut Butter Cookies III","https://www.allrecipes.com/recipe/10759/oatmeal-peanut-butter-cookies-iii/?internalSource=hub%20recipe&referringContentType=Search","½ cup packed light brown sugar","",""
"Oatmeal Peanut Butter Cookies III","https://www.allrecipes.com/recipe/10759/oatmeal-peanut-butter-cookies-iii/?internalSource=hub%20recipe&referringContentType=Search","1 egg","",""
"Oatmeal Peanut Butter Cookies III","https://www.allrecipes.com/recipe/10759/oatmeal-peanut-butter-cookies-iii/?internalSource=hub%20recipe&referringContentType=Search","1 teaspoon vanilla extract","",""
"Oatmeal Peanut Butter Cookies III","https://www.allrecipes.com/recipe/10759/oatmeal-peanut-butter-cookies-iii/?internalSource=hub%20recipe&referringContentType=Search","1 cup quick cooking oats","",""
"Oatmeal Peanut Butter Cookies III","https://www.allrecipes.com/recipe/10759/oatmeal-peanut-butter-cookies-iii/?internalSource=hub%20recipe&referringContentType=Search","3 tablespoons butter, softened","",""
"Oatmeal Peanut Butter Cookies III","https://www.allrecipes.com/recipe/10759/oatmeal-peanut-butter-cookies-iii/?internalSource=hub%20recipe&referringContentType=Search","1 cup confectioners' sugar","",""
"Oatmeal Peanut Butter Cookies III","https://www.allrecipes.com/recipe/10759/oatmeal-peanut-butter-cookies-iii/?internalSource=hub%20recipe&referringContentType=Search","½ cup smooth peanut butter","",""
"Oatmeal Peanut Butter Cookies III","https://www.allrecipes.com/recipe/10759/oatmeal-peanut-butter-cookies-iii/?internalSource=hub%20recipe&referringContentType=Search","2 ½ tablespoons heavy whipping cream","",""
"","","","Step 1","In a large bowl, cream together 1/2 cup butter or margarine, 1/2 cup peanut butter, white sugar, brown sugar, and vanilla. Add egg and beat well."
"","","","Step 2","In another bowl, combine the flour, baking soda, baking powder, and salt. Add these dry ingredients to the creamed mixture. Stir. Add oatmeal and stir."
"","","","Step 3","Drop by teaspoons onto greased baking sheet, and press each mound down with a fork to form 1/4 inch thick cookies. Bake at 350 degrees F (175 degrees C) for 10 minutes, or until cookies are a light brown."
"","","","Step 4","To Make Filling: Cream 3 tablespoons butter or margarine with the confectioners' sugar, 1/2 cup smooth peanut butter, and the cream. Spread filling onto half of the cooled cookies, then top with the other half to form sandwiches."
"Chocolate Mint Candies Cookies","https://www.allrecipes.com/recipe/16212/chocolate-mint-candies-cookies/?internalSource=hub%20recipe&referringContentType=Search","¾ cup butter","",""
"Chocolate Mint Candies Cookies","https://www.allrecipes.com/recipe/16212/chocolate-mint-candies-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 ½ cups brown sugar","",""
"Chocolate Mint Candies Cookies","https://www.allrecipes.com/recipe/16212/chocolate-mint-candies-cookies/?internalSource=hub%20recipe&referringContentType=Search","2 tablespoons water","",""
"Chocolate Mint Candies Cookies","https://www.allrecipes.com/recipe/16212/chocolate-mint-candies-cookies/?internalSource=hub%20recipe&referringContentType=Search","2 cups semisweet chocolate chips","",""
"Chocolate Mint Candies Cookies","https://www.allrecipes.com/recipe/16212/chocolate-mint-candies-cookies/?internalSource=hub%20recipe&referringContentType=Search","2 large eggs eggs","",""
"Chocolate Mint Candies Cookies","https://www.allrecipes.com/recipe/16212/chocolate-mint-candies-cookies/?internalSource=hub%20recipe&referringContentType=Search","2 ½ cups all-purpose flour","",""
"Chocolate Mint Candies Cookies","https://www.allrecipes.com/recipe/16212/chocolate-mint-candies-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 ¼ teaspoons baking soda","",""
"Chocolate Mint Candies Cookies","https://www.allrecipes.com/recipe/16212/chocolate-mint-candies-cookies/?internalSource=hub%20recipe&referringContentType=Search","½ teaspoon salt","",""
"Chocolate Mint Candies Cookies","https://www.allrecipes.com/recipe/16212/chocolate-mint-candies-cookies/?internalSource=hub%20recipe&referringContentType=Search","3 (4.5 ounce) packages chocolate covered thin mints","",""
