"title_name","title_url","title_ingredients_name","title_directions_name","title_directions_selection2"
"Macaroon Cookie Bars","https://www.allrecipes.com/recipe/9902/macaroon-cookie-bars/?internalSource=hub%20recipe&referringContentType=Search","1 (18.25 ounce) package devil's food cake mix","",""
"Macaroon Cookie Bars","https://www.allrecipes.com/recipe/9902/macaroon-cookie-bars/?internalSource=hub%20recipe&referringContentType=Search","½ cup butter, softened","",""
"Macaroon Cookie Bars","https://www.allrecipes.com/recipe/9902/macaroon-cookie-bars/?internalSource=hub%20recipe&referringContentType=Search","1 egg","",""
"Macaroon Cookie Bars","https://www.allrecipes.com/recipe/9902/macaroon-cookie-bars/?internalSource=hub%20recipe&referringContentType=Search","1 (14 ounce) can sweetened condensed milk","",""
"Macaroon Cookie Bars","https://www.allrecipes.com/recipe/9902/macaroon-cookie-bars/?internalSource=hub%20recipe&referringContentType=Search","1 teaspoon vanilla extract","",""
"Macaroon Cookie Bars","https://www.allrecipes.com/recipe/9902/macaroon-cookie-bars/?internalSource=hub%20recipe&referringContentType=Search","1 egg","",""
"Macaroon Cookie Bars","https://www.allrecipes.com/recipe/9902/macaroon-cookie-bars/?internalSource=hub%20recipe&referringContentType=Search","1 ¼ cups flaked coconut","",""
"Macaroon Cookie Bars","https://www.allrecipes.com/recipe/9902/macaroon-cookie-bars/?internalSource=hub%20recipe&referringContentType=Search","1 cup chopped pecans","",""
"","","","Step 1","Preheat oven to 350 degrees F (175 degrees C). Grease a 9x13 inch pan."
"","","","Step 2","In large bowl, mix together the cake mix, butter and 1 egg. Mixture will be crumbly. Press into the prepared pan."
"","","","Step 3","In another bowl, mix together the sweetened condensed milk, vanilla and 1 egg until smooth. Stir in 1 cup of the coconut and pecans. Spread the mixture evenly over the prepared crust. Sprinkle remaining 1/4 cup coconut over top."
"","","","Step 4","Bake for 30 to 35 minutes in the preheated oven, or until golden brown. Cool on a wire rack before cutting into bars."
"Butterscotch Icebox Cookies","https://www.allrecipes.com/recipe/10179/butterscotch-icebox-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 cup butter","",""
"Butterscotch Icebox Cookies","https://www.allrecipes.com/recipe/10179/butterscotch-icebox-cookies/?internalSource=hub%20recipe&referringContentType=Search","2 cups packed dark brown sugar","",""
"Butterscotch Icebox Cookies","https://www.allrecipes.com/recipe/10179/butterscotch-icebox-cookies/?internalSource=hub%20recipe&referringContentType=Search","2 large eggs eggs","",""
"Butterscotch Icebox Cookies","https://www.allrecipes.com/recipe/10179/butterscotch-icebox-cookies/?internalSource=hub%20recipe&referringContentType=Search","3 ½ cups all-purpose flour","",""
"Butterscotch Icebox Cookies","https://www.allrecipes.com/recipe/10179/butterscotch-icebox-cookies/?internalSource=hub%20recipe&referringContentType=Search","½ teaspoon salt","",""
"Butterscotch Icebox Cookies","https://www.allrecipes.com/recipe/10179/butterscotch-icebox-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 teaspoon baking soda","",""
"Butterscotch Icebox Cookies","https://www.allrecipes.com/recipe/10179/butterscotch-icebox-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 teaspoon vanilla extract","",""
