"title_name","title_url","title_ingredients_name","title_directions_name","title_directions_selection2"
"Lunchbox Cookies","https://www.allrecipes.com/recipe/232411/lunchbox-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 cup all-purpose flour","",""
"Lunchbox Cookies","https://www.allrecipes.com/recipe/232411/lunchbox-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 cup whole wheat pastry flour","",""
"Lunchbox Cookies","https://www.allrecipes.com/recipe/232411/lunchbox-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 cup quick-cooking oats","",""
"Lunchbox Cookies","https://www.allrecipes.com/recipe/232411/lunchbox-cookies/?internalSource=hub%20recipe&referringContentType=Search","½ cup 5-grain hot cereal mix","",""
"Lunchbox Cookies","https://www.allrecipes.com/recipe/232411/lunchbox-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 ½ teaspoons baking powder","",""
"Lunchbox Cookies","https://www.allrecipes.com/recipe/232411/lunchbox-cookies/?internalSource=hub%20recipe&referringContentType=Search","½ teaspoon baking soda","",""
"Lunchbox Cookies","https://www.allrecipes.com/recipe/232411/lunchbox-cookies/?internalSource=hub%20recipe&referringContentType=Search","½ teaspoon salt","",""
"Lunchbox Cookies","https://www.allrecipes.com/recipe/232411/lunchbox-cookies/?internalSource=hub%20recipe&referringContentType=Search","½ cup butter, softened","",""
"Lunchbox Cookies","https://www.allrecipes.com/recipe/232411/lunchbox-cookies/?internalSource=hub%20recipe&referringContentType=Search","½ cup white sugar","",""
"Lunchbox Cookies","https://www.allrecipes.com/recipe/232411/lunchbox-cookies/?internalSource=hub%20recipe&referringContentType=Search","½ cup brown sugar","",""
"Lunchbox Cookies","https://www.allrecipes.com/recipe/232411/lunchbox-cookies/?internalSource=hub%20recipe&referringContentType=Search","2 large eggs eggs","",""
"Lunchbox Cookies","https://www.allrecipes.com/recipe/232411/lunchbox-cookies/?internalSource=hub%20recipe&referringContentType=Search","½ cup chocolate chips","",""
"","","","Step 1","Preheat oven to 350 degrees F (175 degrees C). Line baking sheets with parchment paper."
"","","","Step 2","Whisk all-purpose flour, whole wheat pastry flour, oats, 5-grain cereal, baking powder, baking soda, and salt together in a bowl. Mix butter with white and brown sugar in a separate large bowl until mixture is smooth and creamy. Beat eggs into creamed mixture with an electric mixer until thoroughly combined. Gradually beat dry ingredients into moist ingredients to make a dough. Stir chocolate chips into dough. Drop batter by heaping teaspoonfuls onto prepared baking sheets, keeping cookies about 2 inches apart."
"","","","Step 3","Bake in the preheated oven until cookies are lightly browned, about 10 minutes."
"The Best Chocolate Chip Cookies","https://www.allrecipes.com/recipe/25124/the-best-chocolate-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","2 cups butter flavored shortening","",""
"The Best Chocolate Chip Cookies","https://www.allrecipes.com/recipe/25124/the-best-chocolate-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 ½ cups packed brown sugar","",""
"The Best Chocolate Chip Cookies","https://www.allrecipes.com/recipe/25124/the-best-chocolate-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 ½ cups white sugar","",""
"The Best Chocolate Chip Cookies","https://www.allrecipes.com/recipe/25124/the-best-chocolate-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","4 large eggs eggs","",""
"The Best Chocolate Chip Cookies","https://www.allrecipes.com/recipe/25124/the-best-chocolate-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","4 teaspoons vanilla extract","",""
"The Best Chocolate Chip Cookies","https://www.allrecipes.com/recipe/25124/the-best-chocolate-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","4 ½ cups all-purpose flour","",""
"The Best Chocolate Chip Cookies","https://www.allrecipes.com/recipe/25124/the-best-chocolate-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","2 teaspoons baking soda","",""
"The Best Chocolate Chip Cookies","https://www.allrecipes.com/recipe/25124/the-best-chocolate-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 teaspoon salt","",""
"The Best Chocolate Chip Cookies","https://www.allrecipes.com/recipe/25124/the-best-chocolate-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","2 cups semisweet chocolate chips","",""
"The Best Chocolate Chip Cookies","https://www.allrecipes.com/recipe/25124/the-best-chocolate-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 cup flaked coconut","",""
"The Best Chocolate Chip Cookies","https://www.allrecipes.com/recipe/25124/the-best-chocolate-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 cup chopped macadamia nuts","",""
"","","","Step 1","Preheat oven to 350 degrees F (175 degrees C)."
"","","","Step 2","In a large bowl, cream together the butter flavored shortening, brown sugar and white sugar until smooth. Beat in the eggs, one at a time, then stir in the vanilla. Combine the flour, baking soda and salt; stir into the creamed mixture. Finally, fold in the chocolate chips, coconut and macadamia nuts. Roll dough into 1 inch balls and place them 2 inches apart onto ungreased cookie sheets."
"","","","Step 3","Bake for 8 to 10 minutes in the preheated oven. Allow cookies to cool on baking sheet for 5 minutes before removing to a wire rack to cool completely. Enjoy! - they will be chewy. If you like them crispy, increase the cooking time to about 12 minutes. (My mom loves them burnt!)"
"Italian Anisette Cookies","https://www.allrecipes.com/recipe/10226/italian-anisette-cookies/?internalSource=hub%20recipe&referringContentType=Search","4 cups all-purpose flour","",""
"Italian Anisette Cookies","https://www.allrecipes.com/recipe/10226/italian-anisette-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 cup white sugar","",""
"Italian Anisette Cookies","https://www.allrecipes.com/recipe/10226/italian-anisette-cookies/?internalSource=hub%20recipe&referringContentType=Search","½ cup milk","",""
"Italian Anisette Cookies","https://www.allrecipes.com/recipe/10226/italian-anisette-cookies/?internalSource=hub%20recipe&referringContentType=Search","2 large eggs eggs","",""
"Italian Anisette Cookies","https://www.allrecipes.com/recipe/10226/italian-anisette-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 tablespoon baking powder","",""
