"title_name","title_url","title_ingredients_name","title_directions_name","title_directions_selection2"
"Italian Cookies II","https://www.allrecipes.com/recipe/26153/italian-cookies-ii/?internalSource=hub%20recipe&referringContentType=Search","½ cup butter, softened","",""
"Italian Cookies II","https://www.allrecipes.com/recipe/26153/italian-cookies-ii/?internalSource=hub%20recipe&referringContentType=Search","1 cup white sugar","",""
"Italian Cookies II","https://www.allrecipes.com/recipe/26153/italian-cookies-ii/?internalSource=hub%20recipe&referringContentType=Search","2 large eggs eggs","",""
"Italian Cookies II","https://www.allrecipes.com/recipe/26153/italian-cookies-ii/?internalSource=hub%20recipe&referringContentType=Search","1 teaspoon vanilla extract","",""
"Italian Cookies II","https://www.allrecipes.com/recipe/26153/italian-cookies-ii/?internalSource=hub%20recipe&referringContentType=Search","8 ounces ricotta cheese","",""
"Italian Cookies II","https://www.allrecipes.com/recipe/26153/italian-cookies-ii/?internalSource=hub%20recipe&referringContentType=Search","2 cups all-purpose flour","",""
"Italian Cookies II","https://www.allrecipes.com/recipe/26153/italian-cookies-ii/?internalSource=hub%20recipe&referringContentType=Search","½ teaspoon baking soda","",""
"Italian Cookies II","https://www.allrecipes.com/recipe/26153/italian-cookies-ii/?internalSource=hub%20recipe&referringContentType=Search","¼ teaspoon salt","",""
"Italian Cookies II","https://www.allrecipes.com/recipe/26153/italian-cookies-ii/?internalSource=hub%20recipe&referringContentType=Search","2 tablespoons butter, softened","",""
"Italian Cookies II","https://www.allrecipes.com/recipe/26153/italian-cookies-ii/?internalSource=hub%20recipe&referringContentType=Search","2 cups confectioners' sugar","",""
"Italian Cookies II","https://www.allrecipes.com/recipe/26153/italian-cookies-ii/?internalSource=hub%20recipe&referringContentType=Search","¼ teaspoon vanilla extract","",""
"Italian Cookies II","https://www.allrecipes.com/recipe/26153/italian-cookies-ii/?internalSource=hub%20recipe&referringContentType=Search","1 ½ tablespoons milk","",""
"","","","Step 1","Preheat oven to 350 degrees F (175 degrees C). Grease cookie sheets."
"","","","Step 2","In a medium bowl, cream together 1/2 cup butter and white sugar until smooth. Beat in the eggs one at a time, then stir in the vanilla and ricotta cheese. Combine the flour, baking soda and salt; gradually stir into the cheese mixture. Drop by rounded teaspoonfuls 2 inches apart onto the prepared cookie sheets."
"","","","Step 3","Bake for 8 to 10 minutes in the preheated oven, or until edges are golden. Allow cookies to cool on baking sheet for 5 minutes before removing to a wire rack to cool completely."
"","","","Step 4","In a medium bowl, cream together the remaining butter and confectioners' sugar. Beat in vanilla and milk gradually until a spreadable consistency is reached. Frost cooled cookies."
"Milk Chocolate Florentine Cookies","https://www.allrecipes.com/recipe/25782/milk-chocolate-florentine-cookies/?internalSource=hub%20recipe&referringContentType=Search","⅔ cup butter, melted","",""
"Milk Chocolate Florentine Cookies","https://www.allrecipes.com/recipe/25782/milk-chocolate-florentine-cookies/?internalSource=hub%20recipe&referringContentType=Search","2 cups quick-cooking oats","",""
"Milk Chocolate Florentine Cookies","https://www.allrecipes.com/recipe/25782/milk-chocolate-florentine-cookies/?internalSource=hub%20recipe&referringContentType=Search","⅔ cup all-purpose flour","",""
"Milk Chocolate Florentine Cookies","https://www.allrecipes.com/recipe/25782/milk-chocolate-florentine-cookies/?internalSource=hub%20recipe&referringContentType=Search","¼ teaspoon salt","",""
"Milk Chocolate Florentine Cookies","https://www.allrecipes.com/recipe/25782/milk-chocolate-florentine-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 cup white sugar","",""
"Milk Chocolate Florentine Cookies","https://www.allrecipes.com/recipe/25782/milk-chocolate-florentine-cookies/?internalSource=hub%20recipe&referringContentType=Search","¼ cup corn syrup","",""
"Milk Chocolate Florentine Cookies","https://www.allrecipes.com/recipe/25782/milk-chocolate-florentine-cookies/?internalSource=hub%20recipe&referringContentType=Search","¼ cup milk","",""
"Milk Chocolate Florentine Cookies","https://www.allrecipes.com/recipe/25782/milk-chocolate-florentine-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 teaspoon vanilla extract","",""
"Milk Chocolate Florentine Cookies","https://www.allrecipes.com/recipe/25782/milk-chocolate-florentine-cookies/?internalSource=hub%20recipe&referringContentType=Search","2 cups milk chocolate chips","",""
"","","","Step 1","Preheat the oven to 375 degrees F (190 degrees C). Line 2 cookie sheets with aluminum foil and grease the foil."
"","","","Step 2","In a large skillet over medium heat, melt the butter. Stir together the oats, flour, salt and sugar; mix into the melted butter until well blended. Stir in the corn syrup, milk and vanilla. Drop batter by teaspoonfuls 3 inches apart onto the prepared cookie sheets."
